allocation_id,site_id,org_id,resource_type,allocation_date,quantity,unit_value,total_value
749029,5735,224,Construction Tools,2/11/2025,164,14839.98,2433756.72
749030,5735,203,Construction Tools,31/10/2025,236,10387.82,2451525.52
749031,5735,212,Construction Tools,29/10/2025,200,14620.4,2924080
749032,5735,215,Construction Tools,3/11/2025,292,7961.69,2324813.48
749033,5735,215,Construction Tools,29/10/2025,80,17918.7,1433496
749034,5735,214,Construction Tools,2/11/2025,312,16810.24,5244794.88
749035,5735,201,Construction Tools,29/10/2025,256,9284.53,2376839.68
749036,5735,211,Construction Tools,30/10/2025,156,14309.32,2232253.92
749037,5735,208,Construction Tools,4/11/2025,84,7302.07,613373.88
749038,5735,213,Construction Tools,29/10/2025,216,17737.19,3831233.04
749039,5735,216,Construction Tools,29/10/2025,288,19888.63,5727925.44
749040,5735,205,Construction Tools,28/10/2025,220,8042.48,1769345.6
749041,5735,216,Construction Tools,4/11/2025,112,19732.34,2210022.08
749042,5735,220,Construction Tools,27/10/2025,300,17771.12,5331336
749043,5735,211,Construction Tools,3/11/2025,256,15698.18,4018734.08
749044,5735,213,Construction Tools,31/10/2025,176,16523.35,2908109.6
749045,5735,206,Construction Tools,30/10/2025,116,13268.75,1539175
749046,5735,212,Construction Tools,30/10/2025,296,8599.66,2545499.36
749047,5735,221,Construction Tools,31/10/2025,168,9650.84,1621341.12
749048,5735,210,Construction Tools,31/10/2025,212,18362.91,3892936.92
749049,5735,210,Construction Tools,5/11/2025,276,10061.67,2777020.92
749050,5735,217,Construction Tools,30/10/2025,192,12867.04,2470471.68
749051,5735,206,Construction Tools,1/11/2025,244,10128.43,2471336.92
749052,5735,219,Construction Tools,2/11/2025,248,5554.5,1377516
749053,5735,201,Construction Tools,3/11/2025,200,13506.13,2701226
749054,5735,218,Construction Tools,1/11/2025,172,13675.53,2352191.16
749055,5735,223,Construction Tools,29/10/2025,140,12121.03,1696944.2
749056,5735,201,Construction Tools,30/10/2025,260,15891.25,4131725
749057,5735,202,Construction Tools,30/10/2025,100,13217.95,1321795
749058,5735,204,Construction Tools,31/10/2025,100,17484.73,1748473
749059,5735,220,Construction Tools,30/10/2025,92,7600.15,699213.8
749060,5735,214,Construction Tools,31/10/2025,212,8435.94,1788419.28
749061,5735,213,Construction Tools,27/10/2025,228,6511.37,1484592.36
749062,5735,207,Construction Tools,28/10/2025,164,8237.26,1350910.64
749063,5735,203,Construction Tools,1/11/2025,208,12413.91,2582093.28
749064,5735,219,Construction Tools,30/10/2025,148,9565.38,1415676.24
749065,5736,213,Water Bottles,30/10/2025,1008,1487.31,1499208.48
749066,5736,222,Food Packages,31/10/2025,1320,3550.25,4686330
749067,5736,203,Roofing Materials,27/10/2025,240,9102.33,2184559.2
749068,5736,222,Water Bottles,31/10/2025,792,1831.58,1450611.36
749069,5736,206,Food Packages,2/11/2025,584,4982.55,2909809.2
749070,5736,210,Roofing Materials,29/10/2025,96,4885.03,468962.88
749071,5736,205,Roofing Materials,31/10/2025,280,8137.94,2278623.2
749072,5736,209,Tents,28/10/2025,32,3382.51,108240.32
749073,5736,206,Food Packages,29/10/2025,1292,2826.06,3651269.52
749074,5736,223,Roofing Materials,27/10/2025,296,8332.84,2466520.64
749075,5736,213,Roofing Materials,28/10/2025,208,11532.97,2398857.76
749076,5736,209,Water Bottles,28/10/2025,496,928.33,460451.68
749077,5736,211,Tents,4/11/2025,36,6408.35,230700.6
749078,5736,215,Food Packages,27/10/2025,1332,3368.8,4487241.6
749079,5736,215,Roofing Materials,28/10/2025,180,7382.77,1328898.6
749080,5736,210,Water Bottles,31/10/2025,832,1282.16,1066757.12
749081,5736,213,Food Packages,30/10/2025,1048,4141.42,4340208.16
749082,5736,216,Roofing Materials,2/11/2025,224,8541.86,1913376.64
749083,5736,209,Food Packages,30/10/2025,1032,2861.39,2952954.48
749084,5736,211,Roofing Materials,30/10/2025,280,8873.86,2484680.8
749085,5736,217,Tents,27/10/2025,36,3420.47,123136.92
749086,5736,206,Food Packages,27/10/2025,792,4988.33,3950757.36
749087,5736,219,Roofing Materials,2/11/2025,116,5092.87,590772.92
749088,5736,225,Roofing Materials,27/10/2025,96,11870.12,1139531.52
749089,5736,206,Tents,27/10/2025,36,7444.54,268003.44
749090,5736,208,Water Bottles,27/10/2025,1336,1629.74,2177332.64
749091,5736,208,Tents,28/10/2025,52,7524.48,391272.96
749092,5736,215,Roofing Materials,29/10/2025,292,4376.47,1277929.24
749093,5736,203,Tents,27/10/2025,28,7380.91,206665.48
749094,5736,202,Tents,31/10/2025,24,5113.47,122723.28
749095,5736,208,Food Packages,4/11/2025,988,5993.01,5921093.88
749096,5736,209,Roofing Materials,1/11/2025,208,11613.63,2415635.04
749097,5736,213,Water Bottles,28/10/2025,1204,1919.76,2311391.04
749098,5736,225,Water Bottles,27/10/2025,684,970.16,663589.44
749099,5736,213,Tents,30/10/2025,48,3767.81,180854.88
749100,5736,219,Water Bottles,2/11/2025,952,1078.16,1026408.32
749101,5736,219,Tents,27/10/2025,40,6145.96,245838.4
749102,5736,224,Roofing Materials,4/11/2025,180,10546.12,1898301.6
749103,5736,208,Food Packages,30/10/2025,1268,3001.55,3805965.4
749104,5736,204,Food Packages,28/10/2025,672,5306.07,3565679.04
749105,5736,213,Tents,28/10/2025,28,4863.6,136180.8
749106,5736,201,Roofing Materials,31/10/2025,120,10215.58,1225869.6
749107,5736,212,Tents,28/10/2025,44,3240.63,142587.72
749108,5736,209,Water Bottles,30/10/2025,1056,1700.19,1795400.64
749109,5736,210,Food Packages,1/11/2025,1012,2475.72,2505428.64
749110,5736,210,Roofing Materials,1/11/2025,96,4419.79,424299.84
749111,5736,208,Roofing Materials,5/11/2025,180,4754.25,855765
749112,5736,208,Tents,31/10/2025,56,5118.4,286630.4
749113,5736,205,Roofing Materials,29/10/2025,268,4162.2,1115469.6
749114,5736,222,Tents,28/10/2025,20,3276.45,65529
749115,5736,221,Food Packages,27/10/2025,592,3635.09,2151973.28
749116,5736,213,Water Bottles,31/10/2025,1068,1771.73,1892207.64
749117,5736,225,Roofing Materials,4/11/2025,80,6606.97,528557.6
749118,5736,217,Water Bottles,29/10/2025,1068,949.47,1014033.96
749119,5736,221,Tents,2/11/2025,48,4681.48,224711.04
749120,5736,219,Tents,29/10/2025,48,7597.99,364703.52
749121,5736,207,Water Bottles,2/11/2025,1304,1409.09,1837453.36
749122,5736,211,Roofing Materials,4/11/2025,88,6534.37,575024.56
749123,5736,206,Tents,30/10/2025,52,3670.99,190891.48
749124,5736,209,Food Packages,27/10/2025,1360,2234.7,3039192
749125,5736,202,Roofing Materials,2/11/2025,120,6677.21,801265.2
749126,5736,219,Roofing Materials,27/10/2025,160,10877.97,1740475.2
749127,5736,217,Roofing Materials,5/11/2025,148,5790.93,857057.64
749128,5736,221,Food Packages,4/11/2025,1332,2576.97,3432524.04
749129,5736,204,Food Packages,29/10/2025,948,5489.3,5203856.4
749130,5736,220,Water Bottles,28/10/2025,996,1528.2,1522087.2
749131,5736,205,Water Bottles,29/10/2025,1124,924.12,1038710.88
749132,5736,202,Tents,3/11/2025,28,7191,201348
749133,5736,204,Water Bottles,31/10/2025,564,1422.48,802278.72
749134,5736,211,Water Bottles,3/11/2025,904,874.56,790602.24
749135,5736,207,Tents,4/11/2025,20,7190.19,143803.8
749136,5736,213,Roofing Materials,31/10/2025,292,7551.54,2205049.68
749137,5736,207,Food Packages,2/11/2025,816,5347.1,4363233.6
749138,5736,211,Food Packages,30/10/2025,1128,5833.51,6580199.28
749139,5736,210,Water Bottles,29/10/2025,992,1901.3,1886089.6
749140,5736,224,Food Packages,28/10/2025,528,2904.23,1533433.44
749141,5737,213,Generator,31/10/2025,3,17356.5,52069.5
749142,5737,206,Roofing Materials,28/10/2025,75,8878.03,665852.25
749143,5737,205,Fuel,9/11/2025,48,3048.47,146326.56
749144,5737,211,Construction Tools,31/10/2025,63,10936.83,689020.29
749145,5737,225,Generator,3/11/2025,3,22014.77,66044.31
749146,5737,220,Construction Tools,30/10/2025,47,14944.49,702391.03
749147,5737,208,Generator,9/11/2025,2,17147.02,34294.04
749148,5737,219,Roofing Materials,11/11/2025,65,8889.43,577812.95
749149,5737,210,Roofing Materials,28/10/2025,49,7031.43,344540.07
749150,5737,206,Roofing Materials,2/11/2025,72,4026.33,289895.76
749151,5737,217,Fuel,10/11/2025,54,4594.33,248093.82
749152,5737,214,Construction Tools,4/11/2025,31,7735.45,239798.95
749153,5737,222,Generator,4/11/2025,2,17686.16,35372.32
749154,5737,217,Generator,29/10/2025,1,33652.31,33652.31
749155,5737,214,Fuel,1/11/2025,102,3250.63,331564.26
749156,5737,212,Roofing Materials,8/11/2025,42,11268.51,473277.42
749157,5737,219,Construction Tools,1/11/2025,44,8179.1,359880.4
749158,5737,205,Generator,29/10/2025,1,36984.16,36984.16
749159,5737,207,Roofing Materials,30/10/2025,58,11694.25,678266.5
749160,5737,210,Fuel,6/11/2025,31,5426.31,168215.61
749161,5737,219,Construction Tools,2/11/2025,45,12902.1,580594.5
749162,5737,209,Roofing Materials,11/11/2025,30,7625.52,228765.6
749163,5737,223,Construction Tools,7/11/2025,27,19200.5,518413.5
749164,5737,208,Generator,6/11/2025,3,31032.34,93097.02
749165,5737,210,Fuel,1/11/2025,71,7900.91,560964.61
749166,5737,222,Fuel,29/10/2025,60,4098.05,245883
749167,5737,213,Generator,30/10/2025,3,37080.73,111242.19
749168,5737,211,Fuel,31/10/2025,45,5060.23,227710.35
749169,5737,217,Roofing Materials,2/11/2025,39,9468.89,369286.71
749170,5737,216,Generator,27/10/2025,2,33750.35,67500.7
749171,5737,217,Generator,8/11/2025,1,33243.58,33243.58
749172,5737,206,Construction Tools,11/11/2025,70,7258.53,508097.1
749173,5737,213,Roofing Materials,4/11/2025,44,7338.18,322879.92
749174,5737,211,Fuel,6/11/2025,61,6492.78,396059.58
749175,5737,219,Fuel,1/11/2025,110,7802.09,858229.9
749176,5737,220,Construction Tools,1/11/2025,79,6265.73,494992.67
749177,5737,217,Generator,5/11/2025,1,24024.53,24024.53
749178,5737,215,Construction Tools,10/11/2025,43,9720.3,417972.9
749179,5737,216,Construction Tools,11/11/2025,26,7092.04,184393.04
749180,5737,225,Fuel,1/11/2025,81,6596.73,534335.13
749181,5737,219,Construction Tools,27/10/2025,75,10610.48,795786
749182,5737,224,Roofing Materials,28/10/2025,42,5488.89,230533.38
749183,5737,224,Roofing Materials,7/11/2025,50,10212.68,510634
749184,5737,219,Generator,31/10/2025,1,22262.13,22262.13
749185,5737,216,Fuel,7/11/2025,83,3076.78,255372.74
749186,5738,214,Tents,28/10/2025,24,5606.13,134547.12
749187,5738,218,Food Packages,28/10/2025,1192,2443.72,2912914.24
749188,5738,213,Tents,1/11/2025,48,7582.45,363957.6
749189,5738,205,Roofing Materials,28/10/2025,188,9086.19,1708203.72
749190,5738,215,Water Bottles,2/11/2025,896,1881.88,1686164.48
749191,5738,210,Water Bottles,31/10/2025,788,593,467284
749192,5738,213,Food Packages,30/10/2025,1336,4577.9,6116074.4
749193,5738,208,Roofing Materials,30/10/2025,216,6998.09,1511587.44
749194,5738,213,Water Bottles,1/11/2025,732,911.65,667327.8
749195,5738,209,Water Bottles,2/11/2025,704,1910.64,1345090.56
749196,5738,220,Roofing Materials,30/10/2025,252,4885.17,1231062.84
749197,5738,211,Roofing Materials,2/11/2025,260,8328.3,2165358
749198,5738,223,Tents,29/10/2025,56,4521.97,253230.32
749199,5738,208,Tents,29/10/2025,20,7999.87,159997.4
749200,5738,209,Water Bottles,27/10/2025,1336,968.02,1293274.72
749201,5738,216,Food Packages,30/10/2025,440,2622.5,1153900
749202,5738,205,Water Bottles,29/10/2025,1100,1292.51,1421761
749203,5738,211,Water Bottles,31/10/2025,1120,830.47,930126.4
749204,5738,217,Roofing Materials,28/10/2025,116,9474.28,1099016.48
749205,5738,209,Roofing Materials,2/11/2025,304,7804.73,2372637.92
749206,5738,222,Food Packages,28/10/2025,536,3525.3,1889560.8
749207,5738,215,Water Bottles,28/10/2025,1000,1097.81,1097810
749208,5738,212,Water Bottles,29/10/2025,596,756.21,450701.16
749209,5738,219,Roofing Materials,28/10/2025,180,10538.06,1896850.8
749210,5738,209,Water Bottles,31/10/2025,1188,1072.32,1273916.16
749211,5738,206,Food Packages,27/10/2025,856,3410.64,2919507.84
749212,5738,224,Roofing Materials,1/11/2025,232,11487.09,2665004.88
749213,5738,206,Food Packages,29/10/2025,1380,3605.88,4976114.4
749214,5738,215,Roofing Materials,29/10/2025,84,7369.79,619062.36
749215,5738,218,Roofing Materials,5/11/2025,284,6301.9,1789739.6
749216,5738,212,Tents,28/10/2025,20,4134.78,82695.6
749217,5738,217,Water Bottles,1/11/2025,552,1976.41,1090978.32
749218,5738,221,Water Bottles,27/10/2025,1328,942.19,1251228.32
749219,5738,219,Water Bottles,29/10/2025,940,1512.13,1421402.2
749220,5738,221,Food Packages,28/10/2025,1068,3190.96,3407945.28
749221,5738,216,Water Bottles,29/10/2025,892,1207.91,1077455.72
749222,5738,201,Tents,4/11/2025,24,7810.74,187457.76
749223,5738,212,Roofing Materials,5/11/2025,212,8038.74,1704212.88
749224,5738,219,Tents,28/10/2025,52,5959.76,309907.52
749225,5738,203,Tents,1/11/2025,24,4929.75,118314
749226,5738,210,Food Packages,29/10/2025,944,2769.76,2614653.44
749227,5738,225,Roofing Materials,28/10/2025,112,8239.85,922863.2
749228,5738,210,Roofing Materials,28/10/2025,284,6553,1861052
749229,5738,219,Food Packages,28/10/2025,812,5204.09,4225721.08
749230,5738,222,Food Packages,5/11/2025,912,5970.28,5444895.36
749231,5738,204,Tents,31/10/2025,40,5290.53,211621.2
749232,5738,224,Food Packages,4/11/2025,724,5084.5,3681178
749233,5738,216,Food Packages,27/10/2025,1000,2256.76,2256760
749234,5738,210,Food Packages,31/10/2025,1060,3833.86,4063891.6
749235,5738,214,Roofing Materials,29/10/2025,156,10641.36,1660052.16
749236,5738,215,Tents,1/11/2025,20,7435.08,148701.6
749237,5738,222,Roofing Materials,29/10/2025,160,8807.71,1409233.6
749238,5738,203,Tents,30/10/2025,28,3388.3,94872.4
749239,5738,201,Roofing Materials,28/10/2025,184,4571.24,841108.16
749240,5738,203,Roofing Materials,4/11/2025,260,6352.55,1651663
749241,5738,217,Tents,1/11/2025,56,5132.22,287404.32
749242,5738,215,Food Packages,31/10/2025,1072,4095.66,4390547.52
749243,5738,222,Food Packages,31/10/2025,1076,5676.6,6108021.6
749244,5738,223,Roofing Materials,29/10/2025,116,5307.8,615704.8
749245,5738,213,Tents,30/10/2025,52,4730.35,245978.2
749246,5738,210,Tents,28/10/2025,24,5161.76,123882.24
749247,5738,218,Roofing Materials,30/10/2025,140,8039.19,1125486.6
749248,5738,213,Food Packages,1/11/2025,1132,5248.11,5940860.52
749249,5738,216,Water Bottles,4/11/2025,496,740.56,367317.76
749250,5738,215,Roofing Materials,4/11/2025,104,9751.68,1014174.72
749251,5738,221,Water Bottles,2/11/2025,1372,1990.15,2730485.8
749252,5738,215,Roofing Materials,27/10/2025,264,5098.33,1345959.12
749253,5738,215,Tents,30/10/2025,28,4656.36,130378.08
749254,5738,207,Water Bottles,28/10/2025,896,1903.31,1705365.76
749255,5738,204,Food Packages,29/10/2025,1240,2328.68,2887563.2
749256,5738,214,Water Bottles,30/10/2025,472,1383.85,653177.2
749257,5738,202,Tents,30/10/2025,36,7184.64,258647.04
749258,5738,202,Tents,3/11/2025,32,4442.96,142174.72
749259,5738,211,Tents,5/11/2025,28,5038.81,141086.68
749260,5738,204,Roofing Materials,28/10/2025,144,7342.81,1057364.64
749261,5738,207,Tents,29/10/2025,28,4517.78,126497.84
749262,5738,209,Tents,28/10/2025,20,4361.37,87227.4
749263,5738,213,Roofing Materials,29/10/2025,232,8231.21,1909640.72
749264,5739,214,Fuel,28/10/2025,384,4214.28,1618283.52
749265,5739,205,Fuel,27/10/2025,368,5942.73,2186924.64
749266,5739,223,Roofing Materials,5/11/2025,88,7536.18,663183.84
749267,5739,211,Generator,4/11/2025,8,24028.8,192230.4
749268,5739,220,Fuel,3/11/2025,196,7705.17,1510213.32
749269,5739,225,Construction Tools,27/10/2025,100,5246.71,524671
749270,5739,202,Construction Tools,27/10/2025,196,16979.95,3328070.2
749271,5739,225,Construction Tools,2/11/2025,172,12843.73,2209121.56
749272,5739,205,Water Bottles,27/10/2025,896,1256.76,1126056.96
749273,5739,217,Construction Tools,27/10/2025,80,18902.15,1512172
749274,5739,219,Construction Tools,2/11/2025,124,6432.6,797642.4
749275,5739,212,Water Bottles,4/11/2025,676,1301.04,879503.04
749276,5739,211,Roofing Materials,30/10/2025,252,6022.56,1517685.12
749277,5739,213,Generator,30/10/2025,12,31747.58,380970.96
749278,5739,211,Construction Tools,1/11/2025,156,8584.05,1339111.8
749279,5739,206,Roofing Materials,4/11/2025,100,7391.31,739131
749280,5739,221,Construction Tools,29/10/2025,164,7092.48,1163166.72
749281,5739,211,Water Bottles,1/11/2025,1032,1279.85,1320805.2
749282,5739,212,Generator,29/10/2025,4,32407.47,129629.88
749283,5739,204,Generator,31/10/2025,8,34245.16,273961.28
749284,5739,216,Roofing Materials,30/10/2025,308,4204.75,1295063
749285,5739,224,Water Bottles,2/11/2025,884,980.98,867186.32
749286,5739,213,Water Bottles,1/11/2025,1172,1892.17,2217623.24
749287,5739,221,Water Bottles,28/10/2025,868,917.15,796086.2
749288,5739,209,Roofing Materials,28/10/2025,144,6283.82,904870.08
749289,5739,209,Generator,28/10/2025,4,15379.46,61517.84
749290,5739,214,Construction Tools,27/10/2025,316,15463.87,4886582.92
749291,5739,204,Roofing Materials,31/10/2025,280,11337.32,3174449.6
749292,5739,215,Fuel,30/10/2025,300,4989.99,1496997
749293,5739,221,Roofing Materials,1/11/2025,260,10465.46,2721019.6
749294,5739,221,Roofing Materials,5/11/2025,304,10899.36,3313405.44
749295,5739,207,Roofing Materials,30/10/2025,104,6055.02,629722.08
749296,5739,202,Fuel,28/10/2025,420,5572.66,2340517.2
749297,5739,209,Construction Tools,31/10/2025,116,14978.51,1737507.16
749298,5739,218,Water Bottles,27/10/2025,752,1711.06,1286717.12
749299,5739,206,Generator,5/11/2025,12,30452.54,365430.48
749300,5739,214,Generator,3/11/2025,12,18994.82,227937.84
749301,5739,221,Fuel,31/10/2025,148,6892.68,1020116.64
749302,5739,217,Generator,27/10/2025,4,39634.77,158539.08
749303,5739,204,Water Bottles,5/11/2025,1184,594.89,704349.76
749304,5739,207,Generator,4/11/2025,8,17605.77,140846.16
749305,5739,202,Fuel,1/11/2025,244,6988.32,1705150.08
749306,5739,211,Generator,28/10/2025,8,39550.62,316404.96
749307,5739,205,Roofing Materials,29/10/2025,200,9474.8,1894960
749308,5739,214,Water Bottles,1/11/2025,1304,1782,2323728
749309,5739,209,Roofing Materials,30/10/2025,244,5453.1,1330556.4
749310,5739,219,Roofing Materials,31/10/2025,216,4668.04,1008296.64
749311,5739,221,Construction Tools,1/11/2025,308,19439.61,5987399.88
749312,5739,212,Construction Tools,29/10/2025,172,6068.82,1043837.04
749313,5739,216,Generator,29/10/2025,8,27084.27,216674.16
749314,5739,207,Fuel,31/10/2025,352,3278.15,1153908.8
749315,5739,214,Construction Tools,29/10/2025,148,13627.03,2016800.44
749316,5739,218,Construction Tools,28/10/2025,104,18128.15,1885327.6
749317,5739,222,Fuel,27/10/2025,336,4701.26,1579623.36
749318,5739,211,Fuel,31/10/2025,396,7703.56,3050609.76
749319,5739,220,Construction Tools,29/10/2025,252,12714.02,3203933.04
749320,5739,208,Construction Tools,28/10/2025,116,9590.28,1112472.48
749321,5739,205,Fuel,31/10/2025,196,4578.68,897421.28
749322,5739,211,Fuel,4/11/2025,372,3882.34,1444230.48
749323,5739,220,Roofing Materials,29/10/2025,160,11981.47,1917035.2
749324,5739,207,Construction Tools,2/11/2025,268,19043.06,5103540.08
749325,5739,209,Fuel,31/10/2025,180,3946.19,710314.2
749326,5739,202,Fuel,30/10/2025,216,4189.4,904910.4
749327,5739,213,Generator,27/10/2025,8,20929.74,167437.92
749328,5739,216,Fuel,29/10/2025,292,7289.84,2128633.28
749329,5739,209,Water Bottles,4/11/2025,460,1816.47,835576.2
749330,5739,207,Fuel,29/10/2025,348,3566.61,1241180.28
749331,5739,207,Generator,28/10/2025,12,35372.91,424474.92
749332,5739,225,Generator,5/11/2025,8,33185.46,265483.68
749333,5739,212,Water Bottles,28/10/2025,708,1877.41,1329206.28
749334,5739,210,Roofing Materials,30/10/2025,272,11030.72,3000355.84
749335,5739,221,Fuel,27/10/2025,172,7331.48,1261014.56
749336,5739,206,Fuel,30/10/2025,204,7483.24,1526580.96
749337,5739,219,Roofing Materials,4/11/2025,284,6427.52,1825415.68
749338,5739,218,Roofing Materials,4/11/2025,208,11207.26,2331110.08
749339,5739,211,Roofing Materials,31/10/2025,272,6524.61,1774693.92
749340,5739,209,Water Bottles,29/10/2025,1232,1752.08,2158562.56
749341,5739,217,Fuel,31/10/2025,120,7186.29,862354.8
749342,5739,208,Roofing Materials,30/10/2025,256,5664.09,1450007.04
749343,5740,219,Construction Tools,28/10/2025,111,19018.33,2111034.63
749344,5740,219,Fuel,9/11/2025,315,3228.23,1016892.45
749345,5740,204,Construction Tools,6/11/2025,96,18829.18,1807601.28
749346,5740,207,Fuel,7/11/2025,279,7676.02,2141609.58
749347,5740,211,Generator,5/11/2025,3,15863.81,47591.43
749348,5740,204,Generator,5/11/2025,3,17428.47,52285.41
749349,5740,225,Fuel,8/11/2025,147,6920.34,1017289.98
749350,5740,206,Construction Tools,1/11/2025,69,16977.71,1171461.99
749351,5740,211,Generator,4/11/2025,3,17372.01,52116.03
749352,5740,209,Fuel,7/11/2025,111,6426.01,713287.11
749353,5740,203,Construction Tools,28/10/2025,129,17972.64,2318470.56
749354,5740,203,Generator,6/11/2025,6,23674.49,142046.94
749355,5740,218,Generator,3/11/2025,6,35742.74,214456.44
749356,5740,206,Fuel,30/10/2025,330,4102.07,1353683.1
749357,5740,205,Construction Tools,5/11/2025,81,14253.63,1154544.03
749358,5740,221,Generator,2/11/2025,6,35766.65,214599.9
749359,5740,205,Fuel,28/10/2025,327,6753.49,2208391.23
749360,5740,223,Generator,27/10/2025,9,32067.94,288611.46
749361,5740,219,Generator,7/11/2025,3,26496.39,79489.17
749362,5740,216,Generator,7/11/2025,9,34361.96,309257.64
749363,5740,213,Generator,1/11/2025,3,26662.01,79986.03
749364,5740,204,Generator,8/11/2025,6,21416.46,128498.76
749365,5740,216,Fuel,28/10/2025,348,5297.89,1843665.72
749366,5740,216,Construction Tools,5/11/2025,117,15181.07,1776185.19
749367,5740,224,Fuel,31/10/2025,216,6217.36,1342949.76
749368,5740,210,Construction Tools,27/10/2025,102,12058.92,1230009.84
749369,5740,217,Generator,28/10/2025,6,36384.52,218307.12
749370,5740,205,Construction Tools,27/10/2025,144,13777.49,1983958.56
749371,5740,224,Generator,2/11/2025,6,28497.35,170984.1
749372,5740,225,Fuel,31/10/2025,234,6605.46,1545677.64
749373,5740,223,Construction Tools,27/10/2025,168,15671.35,2632786.8
749374,5740,216,Fuel,3/11/2025,174,3873.9,674058.6
749375,5740,220,Construction Tools,6/11/2025,141,19207.49,2708256.09
749376,5740,213,Fuel,28/10/2025,288,3717.42,1070616.96
749377,5740,215,Construction Tools,5/11/2025,228,12473.07,2843859.96
749378,5740,211,Construction Tools,30/10/2025,66,7877.37,519906.42
749379,5740,216,Generator,27/10/2025,9,23305.67,209751.03
749380,5740,225,Fuel,9/11/2025,159,5985.03,951619.77
749381,5740,222,Generator,5/11/2025,6,32884.98,197309.88
749382,5740,218,Generator,6/11/2025,6,27124.51,162747.06
749383,5740,201,Construction Tools,2/11/2025,120,10102.63,1212315.6
749384,5740,216,Fuel,7/11/2025,267,6919.84,1847597.28
749385,5740,205,Construction Tools,3/11/2025,159,10862.67,1727164.53
749386,5740,215,Construction Tools,31/10/2025,117,15905.69,1860965.73
749387,5740,205,Construction Tools,6/11/2025,150,16554.43,2483164.5
749388,5740,212,Fuel,9/11/2025,354,6980.18,2470983.72
749389,5740,225,Generator,28/10/2025,3,39577.19,118731.57
749390,5740,204,Fuel,28/10/2025,180,6215.17,1118730.6
749391,5740,206,Construction Tools,31/10/2025,174,7436.47,1293945.78
749392,5740,220,Construction Tools,3/11/2025,156,10317.92,1609595.52
749393,5740,215,Construction Tools,6/11/2025,123,9167.09,1127552.07
749394,5740,222,Generator,7/11/2025,3,25693.43,77080.29
749395,5740,207,Generator,28/10/2025,9,18660.57,167945.13
749396,5740,204,Construction Tools,7/11/2025,198,11315.87,2240542.26
749397,5740,216,Fuel,27/10/2025,168,4251.97,714330.96
749398,5740,217,Fuel,30/10/2025,225,3116.72,701262
749399,5740,219,Fuel,3/11/2025,141,3049.49,429978.09
749400,5740,215,Fuel,9/11/2025,303,3723.86,1128329.58
749401,5740,210,Generator,29/10/2025,3,33490.1,100470.3
749402,5740,224,Fuel,30/10/2025,111,7231.78,802727.58
749403,5740,223,Generator,28/10/2025,3,24940.48,74821.44
749404,5740,210,Generator,7/11/2025,6,22822.69,136936.14
749405,5740,217,Fuel,6/11/2025,150,3002.06,450309
749406,5740,209,Construction Tools,9/11/2025,207,17147,3549429
749407,5740,221,Generator,28/10/2025,3,25920.49,77761.47
749408,5740,207,Generator,8/11/2025,3,34150.67,102452.01
749409,5740,202,Generator,28/10/2025,9,24848.3,223634.7
749410,5740,219,Generator,28/10/2025,3,19051.57,57154.71
749411,5741,222,Construction Tools,30/10/2025,62,11361.86,704435.32
749412,5741,212,Fuel,30/10/2025,174,4025.48,700433.52
749413,5741,205,Fuel,31/10/2025,216,6292.1,1359093.6
749414,5741,212,Fuel,11/11/2025,198,4646.3,919967.4
749415,5741,218,Fuel,5/11/2025,126,7543.9,950531.4
749416,5741,221,Construction Tools,2/11/2025,46,11126.27,511808.42
749417,5741,216,Construction Tools,30/10/2025,102,18677.21,1905075.42
749418,5741,217,Construction Tools,1/11/2025,68,15300.87,1040459.16
749419,5741,223,Generator,7/11/2025,2,35319.42,70638.84
749420,5741,202,Construction Tools,28/10/2025,110,11297.8,1242758
749421,5741,212,Construction Tools,1/11/2025,138,9712.55,1340331.9
749422,5741,203,Generator,28/10/2025,2,27934.86,55869.72
749423,5741,216,Construction Tools,28/10/2025,110,17063.33,1876966.3
749424,5741,224,Generator,11/11/2025,2,29575.23,59150.46
749425,5741,225,Generator,29/10/2025,6,15633.47,93800.82
749426,5741,223,Construction Tools,6/11/2025,92,7100.35,653232.2
749427,5741,214,Fuel,3/11/2025,168,3644.92,612346.56
749428,5741,213,Generator,6/11/2025,6,16840.36,101042.16
749429,5741,212,Construction Tools,29/10/2025,100,6219.88,621988
749430,5741,215,Fuel,5/11/2025,120,3458.58,415029.6
749431,5741,203,Fuel,11/11/2025,152,5834.29,886812.08
749432,5741,223,Fuel,9/11/2025,158,3576.49,565085.42
749433,5741,212,Generator,3/11/2025,4,36252.24,145008.96
749434,5741,204,Generator,10/11/2025,2,39328.38,78656.76
749435,5741,216,Construction Tools,10/11/2025,100,18888.97,1888897
749436,5741,208,Generator,7/11/2025,2,30990.13,61980.26
749437,5741,203,Generator,1/11/2025,6,34583.12,207498.72
749438,5741,218,Fuel,2/11/2025,212,4038.25,856109
749439,5741,222,Generator,27/10/2025,2,23230.77,46461.54
749440,5741,205,Generator,30/10/2025,2,32576.78,65153.56
749441,5741,207,Generator,8/11/2025,6,30224.81,181348.86
749442,5741,224,Construction Tools,27/10/2025,80,18911.19,1512895.2
749443,5741,221,Construction Tools,3/11/2025,96,14499.7,1391971.2
749444,5741,215,Generator,28/10/2025,6,17527.36,105164.16
749445,5741,225,Fuel,11/11/2025,236,5857.97,1382480.92
